x1,x2,label
0.7719514,-0.21674235,1
-0.07544124,-0.17458788,1
0.7897426,-0.21244442,1
0.21962489,-0.122033186,0
0.5054157,0.009529133,2
0.020469353,-0.11531446,1
-0.34065875,0.23067501,1
-0.11217593,0.014530573,2
0.015600131,-0.40811035,0
0.28512844,-0.50459313,2
-0.10549217,0.23133661,2
0.013234571,0.050341457,0
-0.64149016,0.06369542,0
0.7246699,0.24122334,1
-0.41886964,-0.6541639,2
0.4961107,0.7519951,0
0.04996098,-0.05332518,1
-0.055494677,-0.46920207,0
-0.44401237,-0.59041333,2
0.5377018,-0.097928084,2
0.0016019632,0.0440149,0
0.25581178,-0.1350875,0
0.55240446,0.7268145,0
-0.07786196,-0.02898817,2
-0.3587012,0.034540497,1
-0.6655879,0.59968513,2
0.48127082,-0.36430165,2
-0.13999876,-0.17770383,1
0.19707187,-0.2212559,0
-0.1610566,-0.17960542,1
0.0040143956,-0.0029890975,1
0.4892509,0.4513805,1
-0.43114322,0.6097099,0
-0.8318179,-0.18365878,2
0.25178522,-0.14647463,0
-0.47669968,0.6196291,0
-0.1251925,0.071444914,2
0.24739304,-0.20661162,0
0.19890475,-0.22230335,0
-0.28358403,-0.09253095,1
0.19369148,0.013964173,0
0.014760012,0.061311435,0
-0.07461082,-0.38625327,0
-0.4835243,0.5438675,0
0.12944013,0.5690475,1
-1.1267402e-05,0.5475475,1
0.39894176,0.14775743,2
-0.003321916,0.013614605,0
0.41744497,-0.3845421,2
0.17924015,0.5732312,1
0.033604793,-0.08358793,1
-0.10673465,0.03087707,2
0.20020203,-0.03479492,0
0.37993428,0.17528236,2
0.12894392,0.08076969,0
-0.8981331,-0.0823651,2
-0.35641107,0.04593802,1
-0.25050983,0.73104215,0
0.06762126,-0.6753015,2
0.0007551446,-0.0006570842,1
-0.5790887,0.42569107,0
-0.6121841,-0.022909416,0
-0.12832281,0.833017,0
0.19239551,-0.1840698,0
0.0154714035,0.048650235,0
-0.09573832,-0.17010391,1
-0.25275972,-0.0957003,1
0.014058766,0.4912904,1
0.00035806638,0.5825825,1
-0.4082815,-0.3244856,0
0.6108351,0.33087948,1
0.2716766,-0.6055091,2
-0.35020477,-0.6618016,2
0.20988418,-0.897713,1
0.06587657,0.078007154,0
-0.61990577,0.31576782,0
0.03574184,0.33040476,2
-0.42157724,-0.58949006,2
-0.047847718,0.26803505,2
0.44963175,-0.17498754,2
0.7454242,-0.39335325,1
0.6632302,-0.50040543,1
-0.38576868,0.69489664,0
0.75506204,-0.3219133,1
-0.0008560066,-0.00051889865,2
0.13090174,0.060351215,0
0.48531768,-0.20160319,2
-0.32506484,0.05874506,1
0.46538293,-0.10678706,2
-0.73684275,-0.48453936,2
0.18139336,-0.26522413,0
-0.2106545,-0.15453844,1
0.3910974,0.13704796,2
-0.25380698,-0.08993306,1
0.7257846,-0.22802119,1
-0.12637436,-0.3967772,0
0.2348484,-0.58634865,2
0.08543136,0.27848178,2
0.1706252,0.03498123,0
0.7239205,0.05115535,1
-0.061003778,0.16420987,2
0.00875751,0.04418554,0
-0.56585926,0.38725722,0
0.3994576,0.45784345,1
-0.09476899,-0.21091875,1
0.43780443,0.7435453,0
0.02825523,-0.9655526,1
0.24289794,-0.22534649,0
0.055323575,0.07487073,0
0.5149344,0.382814,1
-0.8087666,0.5657207,2
-0.26857603,-0.42943656,0
-0.8678588,0.27341753,2
-0.04500858,0.0018120783,2
-0.32001624,-0.37829274,0
-0.10851138,0.075393505,2
0.0,0.0,0
0.15361191,-0.27422047,0
-0.19287686,-0.19217364,1
0.28432974,-0.898004,1
-0.89982945,0.3567477,2
-0.28536767,-0.13645993,1
-0.04414481,0.7544654,0
0.76935554,-0.046686783,1
-0.09374589,-0.17689496,1
-0.14149149,0.101571664,2
-0.29307675,-0.9477099,1
0.48852974,0.7317973,0
-0.46348146,0.6095754,0
0.65828663,0.6539946,0
0.17618808,0.3337236,2
-0.32873154,0.17914169,1
0.77077895,-0.26424032,1
0.7091139,-0.36774585,1
0.60979843,0.7020795,0
-0.1995152,-0.3881629,0
0.18917774,0.052007016,0
0.76274616,-0.0050310986,1
0.038086623,-0.051513236,1
0.1891009,0.28537542,2
0.39344794,-0.35290387,2
-0.19767211,-0.18136594,1
0.20287672,0.25175187,2
-0.5253938,-0.57620996,2
-0.029638134,0.22326662,2
-0.1080303,-0.43730432,0
-0.084475674,0.14076126,2
0.25252095,0.27366832,2
-0.010002213,-0.006651629,2
0.19678418,-0.185262,0
0.714854,-0.44271562,1
-0.8545652,0.3792382,2
0.6894429,0.6950312,0
-0.14015552,0.08926155,2
0.16162705,-0.31534696,0
0.6478559,-0.5909279,1
0.17946853,0.0414109,0
0.094074905,-0.7387792,2
0.24453944,0.563872,1
-0.43959513,-0.6196701,2
0.67584294,0.20656885,1
0.5351608,-0.6755803,1
0.24177442,-0.04671557,0
-0.45663756,-0.31642392,0
0.73545706,0.1604358,1
-0.33989584,0.13127148,1
0.043532193,0.051019013,0
0.2858063,-0.5486381,2
-0.012454188,0.28401136,2
-0.403712,-0.34728593,0
